inspection_id,name,address,postal,lat,lon,date,facility_status,inspection_type,violation_observed,description
3120210708,NORMAN'S ICE CREAM AND FREEZES,2801 LEAVENWORTH ST,94133,37.807155,-122.419004,2021-07-08,PASS,routine,OUT (Not in Compliance),Plumbing; proper backflow devices
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,Major,Food contact surfaces: clean and sanitized  [ date violation corrected: 7/1/2022 ]
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,Major,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 7/1/2022 ]"
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,Major - Corrected on Site,Proper hot and cold holding temperatures  [ date violation corrected: 7/1/2022 ]
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity  [ date violation corrected: 7/1/2022 ]"
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,OUT (Not in Compliance),"Equipment, utensils and linens; storage and use"
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean"
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,OUT (Not in Compliance),Food separated and protected  [ date violation corrected: 7/1/2022 ]
4520220630,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-06-30,CLOSURE,routine,OUT (Not in Compliance),Thermometers provided and accurate
4520210211,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2021-02-11,PASS,routine,Minor - Corrected on Site,Food contact surfaces: clean and sanitized  [ date violation corrected: 6/30/2022 ]
4520210211,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2021-02-11,PASS,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity  [ date violation corrected: 6/30/2022 ]"
4520210216,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2021-02-16,PASS,reinspection/followup,,
4520220701,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-07-01,PASS,reinspection/followup,,
4520220914,CHARLIE'S DELI CAFE,3202 FOLSOM ST,94110,37.747114,-122.413641,2022-09-14,PASS,reinspection/followup,,
5420220308,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-03-08,PASS,routine,Minor,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 7/5/2023 ]
5420220308,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-03-08,PASS,routine,Minor,"Compliance with variance, specialized processes & HACCP  [ date violation corrected: 7/5/2023 ]"
5420220308,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-03-08,PASS,routine,Minor,Food Safety Manager Certification and Food Handler Card   [ date violation corrected: 7/5/2023 ]
5420220308,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-03-08,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 7/5/2023 ]"
5420220308,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-03-08,PASS,routine,OUT (Not in Compliance),Food storage; food storage containers identified  [ date violation corrected: 7/5/2023 ]
5420221027,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-10-27,PASS,routine,Minor,Food contact surfaces: clean and sanitized  [ date violation corrected: 7/5/2023 ]
5420221027,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-10-27,PASS,routine,Minor,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 7/5/2023 ]"
5420221027,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2022-10-27,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 7/5/2023 ]"
5420230628,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-06-28,PASS,routine,Major - Corrected on Site,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 7/5/2023 ]"
5420230628,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-06-28,PASS,routine,Minor,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 7/5/2023 ]
5420230628,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-06-28,PASS,routine,Minor,Food contact surfaces: clean and sanitized  [ date violation corrected: 7/5/2023 ]
5420230628,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-06-28,PASS,routine,Minor,Hot and cold running water available  [ date violation corrected: 7/5/2023 ]
5420230628,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-06-28,PASS,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity  [ date violation corrected: 7/5/2023 ]"
5420230628,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-06-28,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 7/5/2023 ]"
5420230705,RHODA GOLDMAN PLAZA,2180 POST ST,94115,37.784626,-122.437734,2023-07-05,PASS,reinspection/followup,,
5820210625,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2021-06-25,PASS,routine,OUT (Not in Compliance),Nonfood contact surfaces clean  [ date violation corrected: 7/14/2021 ]
5820210625,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2021-06-25,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Approved thawing methods in use  [ date violation corrected: 6/25/2002 ]
5820210714,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2021-07-14,PASS,reinspection/followup,,
5820220104,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2022-01-04,PASS,routine,Minor,Food Safety Manager Certification and Food Handler Card   [ date violation corrected: 10/3/2022 ]
5820221003,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2022-10-03,PASS,routine,Minor,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 7/12/2023 ]
5820221003,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2022-10-03,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 7/12/2023 ]"
5820221003,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2022-10-03,PASS,routine,OUT (Not in Compliance),Premises; personal/cleaning items; vermin proofing  [ date violation corrected: 7/12/2023 ]
5820221003,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2022-10-03,PASS,routine,OUT (Not in Compliance),Wiping cloths; properly used and stored  [ date violation corrected: 7/12/2023 ]
5820230719,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2023-07-19,PASS,routine,Minor,Food Safety Manager Certification and Food Handler Card   [ date violation corrected: 7/20/2023 ]
5820230719,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2023-07-19,PASS,routine,Minor,Hot and cold running water available  [ date violation corrected: 7/20/2023 ]
5820230719,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2023-07-19,PASS,routine,OUT (Not in Compliance),Permit & License Certificate available  [ date violation corrected: 7/20/2023 ]
5820230720,OASIS GRILL,91 DRUMM ST,94111,37.794483,-122.396584,2023-07-20,PASS,reinspection/followup,,
6120210121,CHOWDERS,PIER 39  SPACE A3,94133,37.80824,-122.410189,2021-01-21,PASS,routine,Minor,Food contact surfaces: clean and sanitized  [ date violation corrected: 4/29/2021 ]
6120210429,CHOWDERS,PIER 39  SPACE A3,94133,37.80824,-122.410189,2021-04-29,PASS,routine,Minor - Corrected on Site,Proper hot and cold holding temperatures  [ date violation corrected: 4/29/2021 ]
6120230213,CHOWDERS,PIER 39  SPACE A3,94133,37.80824,-122.410189,2023-02-13,PASS,routine,Minor - Corrected on Site,"Food in good condition; safe, and unadulterated  [ date violation corrected: 2/13/2023 ]"
6620210224,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2021-02-24,PASS,routine,Major - Corrected on Site,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 1/10/2023 ]"
6620210224,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2021-02-24,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 1/10/2023 ]"
6620220107,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2022-01-07,PASS,routine,Minor,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 1/10/2023 ]"
6620220107,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2022-01-07,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 1/10/2023 ]"
6620220107,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2022-01-07,PASS,routine,OUT (Not in Compliance),Wiping cloths; properly used and stored  [ date violation corrected: 1/10/2023 ]
6620220216,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2022-02-16,PASS,reinspection/followup,Minor,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 1/10/2023 ]"
6620230110,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2023-01-10,PASS,routine,Minor,"No insects, rodents, birds or nonservice animals"
6620230110,STARBUCKS COFFEE,1800 IRVING ST,94122,37.763578,-122.477461,2023-01-10,PASS,routine,OUT (Not in Compliance),"Warewash facilities: installed, maintained, used, test strips  [ date violation corrected: 4/20/2023 ]"
7620230228,OMNI S.F. HOTEL - 3RD FLOOR PANTRY,"500 CALIFORNIA ST, 3RD FLOOR",94104,37.792888,-122.403135,2023-02-28,PASS,routine,Major - Corrected on Site,Food contact surfaces: clean and sanitized
7720220524,OMNI S.F. HOTEL - EMPLOYEE CAFETERIA,"500 CALIFORNIA ST, BASEMENT",94104,37.792888,-122.403135,2022-05-24,PASS,routine,Minor - Corrected on Site,"Food in good condition; safe, and unadulterated  [ date violation corrected: 5/24/2022 ]"
7720230228,OMNI S.F. HOTEL - EMPLOYEE CAFETERIA,"500 CALIFORNIA ST, BASEMENT",94104,37.792888,-122.403135,2023-02-28,PASS,routine,,
8020211202,BON APPETIT @ USF-LAW SCHOOL CAFE,2199 FULTON ST,94117,37.774941,-122.452797,2021-12-02,PASS,routine,,
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,Minor,Food Safety Manager Certification and Food Handler Card   [ date violation corrected: 3/22/2023 ]
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity  [ date violation corrected: 3/22/2023 ]"
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,OUT (Not in Compliance),"Equipment, utensils and linens; storage and use  [ date violation corrected: 3/22/2023 ]"
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 3/22/2023 ]"
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,OUT (Not in Compliance),Permit & License Certificate available  [ date violation corrected: 3/22/2023 ]
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,OUT (Not in Compliance),"Warewash facilities: installed, maintained, used, test strips  [ date violation corrected: 3/22/2023 ]"
8820220427,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2022-04-27,PASS,routine,OUT (Not in Compliance),Wiping cloths; properly used and stored  [ date violation corrected: 3/22/2023 ]
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,Major - Corrected on Site,Proper hot and cold holding temperatures  [ date violation corrected: 3/30/2023 ]
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,Minor,Food Safety Manager Certification and Food Handler Card   [ date violation corrected: 3/30/2023 ]
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,Minor - Corrected on Site,Food contact surfaces: clean and sanitized  [ date violation corrected: 3/30/2023 ]
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity  [ date violation corrected: 3/30/2023 ]"
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,OUT (Not in Compliance),"Equipment, utensils and linens; storage and use  [ date violation corrected: 3/30/2023 ]"
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,OUT (Not in Compliance),Food separated and protected  [ date violation corrected: 3/30/2023 ]
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,OUT (Not in Compliance),"Warewash facilities: installed, maintained, used, test strips  [ date violation corrected: 3/30/2023 ]"
8820230322,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-22,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Wiping cloths; properly used and stored  [ date violation corrected: 3/30/2023 ]
8820230330,J.B.'S PLACE,1435 17TH ST,94107,37.765003,-122.398084,2023-03-30,PASS,reinspection/followup,,
9520200709,VEGA PIZZERIA,419 CORTLAND AVE,94110,37.739207,-122.417447,2020-07-09,PASS,routine,,
9520220607,VEGA PIZZERIA,419 CORTLAND AVE,94110,37.739207,-122.417447,2022-06-07,PASS,routine,Minor,Food Safety Manager Certification and Food Handler Card
9520220607,VEGA PIZZERIA,419 CORTLAND AVE,94110,37.739207,-122.417447,2022-06-07,PASS,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity"
9520220607,VEGA PIZZERIA,419 CORTLAND AVE,94110,37.739207,-122.417447,2022-06-07,PASS,routine,OUT (Not in Compliance),"Equipment, utensils and linens; storage and use"
9520220607,VEGA PIZZERIA,419 CORTLAND AVE,94110,37.739207,-122.417447,2022-06-07,PASS,routine,OUT (Not in Compliance),Nonfood contact surfaces clean
9520220607,VEGA PIZZERIA,419 CORTLAND AVE,94110,37.739207,-122.417447,2022-06-07,PASS,routine,OUT (Not in Compliance),Premises; personal/cleaning items; vermin proofing
11620230223,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2023-02-23,PASS,routine,OUT (Not in Compliance),Permit & License Certificate available
9820210817,XOX TRUFFLES,754 COLUMBUS AVE,94133,37.801665,-122.412104,2021-08-17,PASS,routine,Major - Corrected on Site,Proper hot and cold holding temperatures  [ date violation corrected: 8/25/2021 ]
9820210817,XOX TRUFFLES,754 COLUMBUS AVE,94133,37.801665,-122.412104,2021-08-17,PASS,routine,Minor - Corrected on Site,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 8/25/2021 ]
9820210817,XOX TRUFFLES,754 COLUMBUS AVE,94133,37.801665,-122.412104,2021-08-17,PASS,routine,OUT (Not in Compliance) - Corrected on Site,"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 8/25/2021 ]"
9820210817,XOX TRUFFLES,754 COLUMBUS AVE,94133,37.801665,-122.412104,2021-08-17,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Wiping cloths; properly used and stored  [ date violation corrected: 8/25/2021 ]
9820210825,XOX TRUFFLES,754 COLUMBUS AVE,94133,37.801665,-122.412104,2021-08-25,PASS,reinspection/followup,,
9920201209,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2020-12-09,PASS,routine,Minor - Corrected on Site,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 3/24/2021 ]
9920201209,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2020-12-09,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 3/24/2021 ]"
9920201209,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2020-12-09,PASS,routine,OUT (Not in Compliance),Nonfood contact surfaces clean  [ date violation corrected: 3/24/2021 ]
9920201209,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2020-12-09,PASS,routine,OUT (Not in Compliance),"Warewash facilities: installed, maintained, used, test strips  [ date violation corrected: 3/24/2021 ]"
9920210121,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-01-21,PASS,reinspection/followup,,
9920210324,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-03-24,PASS,routine,Minor - Corrected on Site,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 7/30/2021 ]
9920210324,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-03-24,PASS,routine,OUT (Not in Compliance),Food storage; food storage containers identified  [ date violation corrected: 7/30/2021 ]
9920210324,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-03-24,PASS,routine,OUT (Not in Compliance),Nonfood contact surfaces clean  [ date violation corrected: 7/30/2021 ]
9920210324,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-03-24,PASS,routine,OUT (Not in Compliance),Wiping cloths; properly used and stored  [ date violation corrected: 7/30/2021 ]
9920210730,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-07-30,PASS,routine,Minor - Corrected on Site,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 3/16/2022 ]
9920210730,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-07-30,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 3/16/2022 ]"
9920210730,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-07-30,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Food storage; food storage containers identified  [ date violation corrected: 3/16/2022 ]
9920210730,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-07-30,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Nonfood contact surfaces clean  [ date violation corrected: 3/16/2022 ]
9920210730,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2021-07-30,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Wiping cloths; properly used and stored  [ date violation corrected: 3/16/2022 ]
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,Major - Corrected on Site,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 3/28/2022 ]"
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,Minor,Food contact surfaces: clean and sanitized  [ date violation corrected: 3/28/2022 ]
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,Minor - Corrected on Site,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 3/28/2022 ]
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,Minor - Corrected on Site,Proper hot and cold holding temperatures  [ date violation corrected: 3/28/2022 ]
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean  [ date violation corrected: 3/28/2022 ]"
18420210401,RADIO HABANA,1109 VALENCIA ST,94110,37.755124,-122.420916,2021-04-01,PASS,reinspection/followup,,
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,OUT (Not in Compliance),Nonfood contact surfaces clean  [ date violation corrected: 3/28/2022 ]
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,OUT (Not in Compliance),Toilet facilities: facilities properly maintained  [ date violation corrected: 3/28/2022 ]
9920220316,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2022-03-16,PASS,routine,OUT (Not in Compliance),Wiping cloths; properly used and stored  [ date violation corrected: 3/28/2022 ]
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,Minor,Adequate hand washing facilities; supplied and accessible
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,Minor,"No insects, rodents, birds or nonservice animals"
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,Minor - Corrected on Site,Food contact surfaces: clean and sanitized
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,OUT (Not in Compliance),"Equipment approved; clean; installed, good repair; capacity"
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,OUT (Not in Compliance),"Equipment, utensils and linens; storage and use"
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,OUT (Not in Compliance),Food separated and protected
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,OUT (Not in Compliance),Nonfood contact surfaces clean
9920230501,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST,94108,37.794293,-122.405967,2023-05-01,PASS,routine,OUT (Not in Compliance),Toilet facilities: facilities properly maintained
10220210712,AKIKO'S SUSHI BAR,542A MASON ST,94102,37.788484,-122.410045,2021-07-12,PASS,routine,,
10220220622,AKIKO'S SUSHI BAR,542A MASON ST,94102,37.788484,-122.410045,2022-06-22,PASS,routine,,
10220230503,AKIKO'S SUSHI BAR,542A MASON ST,94102,37.788484,-122.410045,2023-05-03,PASS,routine,Minor - Corrected on Site,"No insects, rodents, birds or nonservice animals"
10220230503,AKIKO'S SUSHI BAR,542A MASON ST,94102,37.788484,-122.410045,2023-05-03,PASS,routine,OUT (Not in Compliance),"Floors, walls and ceiling: build, maintianed & clean"
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,Major - Corrected on Site,Sewage and wastewater properly disposed  [ date violation corrected: 8/4/2021 ]
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,Minor,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 8/4/2021 ]
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,Minor,Food contact surfaces: clean and sanitized  [ date violation corrected: 8/4/2021 ]
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,Minor,Hot and cold running water available  [ date violation corrected: 2/23/2023 ]
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,Minor,Proper hot and cold holding temperatures  [ date violation corrected: 8/4/2021 ]
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,Minor - Corrected on Site,"Proper eating, tasting, drinking or tobacco use  [ date violation corrected: 2/23/2023 ]"
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,OUT (Not in Compliance),Permit & License Certificate available  [ date violation corrected: 2/23/2023 ]
11620210721,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-07-21,PASS,routine,OUT (Not in Compliance) - Corrected on Site,Approved thawing methods in use  [ date violation corrected: 8/4/2021 ]
11620210804,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2021-08-04,PASS,reinspection/followup,,
11620230223,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2023-02-23,PASS,routine,Major - Corrected on Site,Food contact surfaces: clean and sanitized  [ date violation corrected: 3/2/2023 ]
11620230223,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,94111,37.793874,-122.396464,2023-02-23,PASS,routine,Minor,"Compliance with shell stock tags, condition, display  [ date violation corrected: 3/2/2023 ]"
37920210111,GIANT SCOOP,2708 SAN BRUNO AVE,94134,37.727468,-122.403582,2021-01-11,PASS,reinspection/followup,,
12520210908,CENTERFOLDS,391 BROADWAY ST,94133,37.798233,-122.403637,2021-09-08,PASS,routine,OUT (Not in Compliance),Permit & License Certificate available  [ date violation corrected: 5/25/2023 ]
12520230525,CENTERFOLDS,391 BROADWAY ST,94133,37.798233,-122.403637,2023-05-25,PASS,routine,,
14120201103,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST,94115,37.788773,-122.434697,2020-11-03,PASS,routine,,
14120210930,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST,94115,37.788773,-122.434697,2021-09-30,PASS,routine,,
14120220614,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST,94115,37.788773,-122.434697,2022-06-14,PASS,routine,,
14120230206,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST,94115,37.788773,-122.434697,2023-02-06,PASS,routine,,
14620211013,DEJA VU PIZZA & PASTA,3227 16TH ST,94103,37.764713,-122.424709,2021-10-13,CLOSURE,routine,Major,"No insects, rodents, birds or nonservice animals  [ date violation corrected: 10/26/2021 ]"
14620211013,DEJA VU PIZZA & PASTA,3227 16TH ST,94103,37.764713,-122.424709,2021-10-13,CLOSURE,routine,Minor,Food Safety Manager Certification and Food Handler Card   [ date violation corrected: 10/26/2021 ]
14620211013,DEJA VU PIZZA & PASTA,3227 16TH ST,94103,37.764713,-122.424709,2021-10-13,CLOSURE,routine,Minor,Hot and cold running water available  [ date violation corrected: 10/26/2021 ]
14620211013,DEJA VU PIZZA & PASTA,3227 16TH ST,94103,37.764713,-122.424709,2021-10-13,CLOSURE,routine,Minor - Corrected on Site,Adequate hand washing facilities; supplied and accessible  [ date violation corrected: 10/26/2021 ]
