business_id,business_name,business_address,postal,lat,lon,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
19,Nrgize Lifestyle Cafe,"1200 Van Ness Ave, 3rd Floor",94109,37.786848,-122.421547,19_20171211,2017-12-11,94,Routine - Unscheduled,19_20171211_103144,Unapproved or unmaintained equipment or utensils,Low Risk
19,Nrgize Lifestyle Cafe,"1200 Van Ness Ave, 3rd Floor",94109,37.786848,-122.421547,19_20171211,2017-12-11,94,Routine - Unscheduled,19_20171211_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
19,Nrgize Lifestyle Cafe,"1200 Van Ness Ave, 3rd Floor",94109,37.786848,-122.421547,19_20180607,2018-06-07,96,Routine - Unscheduled,19_20180607_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
24,OMNI S.F. Hotel - 2nd Floor Pantry,"500 California St, 2nd  Floor",94104,37.792888,-122.403135,24_20171101,2017-11-01,98,Routine - Unscheduled,24_20171101_103139,Improper food storage,Low Risk
24,OMNI S.F. Hotel - 2nd Floor Pantry,"500 California St, 2nd  Floor",94104,37.792888,-122.403135,24_20190501,2019-05-01,98,Routine - Unscheduled,24_20190501_103150,Improper or defective plumbing,Low Risk
31,Norman's Ice Cream and Freezes,2801 Leavenworth St,94133,37.807155,-122.419004,31_20180615,2018-06-15,96,Routine - Unscheduled,31_20180615_103145,Improper storage of equipment utensils or linens,Low Risk
31,Norman's Ice Cream and Freezes,2801 Leavenworth St,94133,37.807155,-122.419004,31_20180615,2018-06-15,96,Routine - Unscheduled,31_20180615_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
31,Norman's Ice Cream and Freezes,2801 Leavenworth St,94133,37.807155,-122.419004,31_20190702,2019-07-02,94,Routine - Unscheduled,31_20190702_103129,Insufficient hot water or running water,Moderate Risk
31,Norman's Ice Cream and Freezes,2801 Leavenworth St,94133,37.807155,-122.419004,31_20190702,2019-07-02,94,Routine - Unscheduled,31_20190702_103150,Improper or defective plumbing,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20180529,2018-05-29,88,Routine - Unscheduled,45_20180529_103154,Unclean or degraded floors walls or ceilings,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20180529,2018-05-29,88,Routine - Unscheduled,45_20180529_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20180529,2018-05-29,88,Routine - Unscheduled,45_20180529_103147,Inadequate ventilation or lighting,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20180529,2018-05-29,88,Routine - Unscheduled,45_20180529_103142,Unclean nonfood contact surfaces,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20180529,2018-05-29,88,Routine - Unscheduled,45_20180529_103131,Moderate risk vermin infestation,Moderate Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170307,2017-03-07,88,Routine - Unscheduled,45_20170307_103142,Unclean nonfood contact surfaces,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170307,2017-03-07,88,Routine - Unscheduled,45_20170307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170307,2017-03-07,88,Routine - Unscheduled,45_20170307_103154,Unclean or degraded floors walls or ceilings,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170307,2017-03-07,88,Routine - Unscheduled,45_20170307_103157,Food safety certificate or food handler card not available,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170307,2017-03-07,88,Routine - Unscheduled,45_20170307_103131,Moderate risk vermin infestation,Moderate Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170914,2017-09-14,85,Routine - Unscheduled,45_20170914_103154,Unclean or degraded floors walls or ceilings,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170914,2017-09-14,85,Routine - Unscheduled,45_20170914_103142,Unclean nonfood contact surfaces,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170914,2017-09-14,85,Routine - Unscheduled,45_20170914_103120,Moderate risk food holding temperature,Moderate Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20170914,2017-09-14,85,Routine - Unscheduled,45_20170914_103114,High risk vermin infestation,High Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20190404,2019-04-04,92,Routine - Unscheduled,45_20190404_103161,Low risk vermin infestation,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20190404,2019-04-04,92,Routine - Unscheduled,45_20190404_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,94110,37.747114,-122.413641,45_20190404,2019-04-04,92,Routine - Unscheduled,45_20190404_103120,Moderate risk food holding temperature,Moderate Risk
48,ART'S CAFE,747 IRVING St,94122,37.764013,-122.465749,48_20180216,2018-02-16,94,Routine - Unscheduled,48_20180216_103120,Moderate risk food holding temperature,Moderate Risk
48,ART'S CAFE,747 IRVING St,94122,37.764013,-122.465749,48_20180216,2018-02-16,94,Routine - Unscheduled,48_20180216_103154,Unclean or degraded floors walls or ceilings,Low Risk
48,ART'S CAFE,747 IRVING St,94122,37.764013,-122.465749,48_20181011,2018-10-11,87,Routine - Unscheduled,48_20181011_103154,Unclean or degraded floors walls or ceilings,Low Risk
48,ART'S CAFE,747 IRVING St,94122,37.764013,-122.465749,48_20181011,2018-10-11,87,Routine - Unscheduled,48_20181011_103114,High risk vermin infestation,High Risk
48,ART'S CAFE,747 IRVING St,94122,37.764013,-122.465749,48_20181011,2018-10-11,87,Routine - Unscheduled,48_20181011_103120,Moderate risk food holding temperature,Moderate Risk
54,RHODA GOLDMAN PLAZA,2180 POST St,94115,37.784626,-122.437734,54_20180703,2018-07-03,94,Routine - Unscheduled,54_20180703_103120,Moderate risk food holding temperature,Moderate Risk
54,RHODA GOLDMAN PLAZA,2180 POST St,94115,37.784626,-122.437734,54_20180703,2018-07-03,94,Routine - Unscheduled,54_20180703_103150,Improper or defective plumbing,Low Risk
54,RHODA GOLDMAN PLAZA,2180 POST St,94115,37.784626,-122.437734,54_20170215,2017-02-15,87,Routine - Unscheduled,54_20170215_103114,High risk vermin infestation,High Risk
54,RHODA GOLDMAN PLAZA,2180 POST St,94115,37.784626,-122.437734,54_20170215,2017-02-15,87,Routine - Unscheduled,54_20170215_103144,Unapproved or unmaintained equipment or utensils,Low Risk
54,RHODA GOLDMAN PLAZA,2180 POST St,94115,37.784626,-122.437734,54_20170215,2017-02-15,87,Routine - Unscheduled,54_20170215_103120,Moderate risk food holding temperature,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103133,Foods not protected from contamination,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103158,Unpermitted food facility,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103150,Improper or defective plumbing,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103129,Insufficient hot water or running water,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103157,Food safety certificate or food handler card not available,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103139,Improper food storage,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20181005,2018-10-05,74,Routine - Unscheduled,58_20181005_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103150,Improper or defective plumbing,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103139,Improper food storage,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103129,Insufficient hot water or running water,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103105,Improper cooling methods,High Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20170918,2017-09-18,70,Routine - Unscheduled,58_20170918_103103,High risk food holding temperature,High Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20190627,2019-06-27,83,Routine - Unscheduled,58_20190627_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20190627,2019-06-27,83,Routine - Unscheduled,58_20190627_103154,Unclean or degraded floors walls or ceilings,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20190627,2019-06-27,83,Routine - Unscheduled,58_20190627_103156,Permit license or inspection report not posted,Low Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20190627,2019-06-27,83,Routine - Unscheduled,58_20190627_103120,Moderate risk food holding temperature,Moderate Risk
58,Oasis Grill,91 Drumm St,94111,37.794483,-122.396584,58_20190627,2019-06-27,83,Routine - Unscheduled,58_20190627_103102,Unclean hands or improper use of gloves,High Risk
61,Chowders,Pier 39  Space A3,94133,37.80824,-122.410189,61_20171128,2017-11-28,94,Routine - Unscheduled,61_20171128_103133,Foods not protected from contamination,Moderate Risk
61,Chowders,Pier 39  Space A3,94133,37.80824,-122.410189,61_20171128,2017-11-28,94,Routine - Unscheduled,61_20171128_103144,Unapproved or unmaintained equipment or utensils,Low Risk
61,Chowders,Pier 39  Space A3,94133,37.80824,-122.410189,61_20180830,2018-08-30,94,Routine - Unscheduled,61_20180830_103132,Improper thawing methods,Moderate Risk
61,Chowders,Pier 39  Space A3,94133,37.80824,-122.410189,61_20180830,2018-08-30,94,Routine - Unscheduled,61_20180830_103150,Improper or defective plumbing,Low Risk
61,Chowders,Pier 39  Space A3,94133,37.80824,-122.410189,61_20170124,2017-01-24,98,Routine - Unscheduled,61_20170124_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
66,STARBUCKS,1800 IRVING St,94122,37.763578,-122.477461,66_20180420,2018-04-20,98,Routine - Unscheduled,66_20180420_103154,Unclean or degraded floors walls or ceilings,Low Risk
66,STARBUCKS,1800 IRVING St,94122,37.763578,-122.477461,66_20181226,2018-12-26,98,Routine - Unscheduled,66_20181226_103154,Unclean or degraded floors walls or ceilings,Low Risk
66,STARBUCKS,1800 IRVING St,94122,37.763578,-122.477461,66_20170703,2017-07-03,96,Routine - Unscheduled,66_20170703_103143,Inadequate warewashing facilities or equipment,Low Risk
66,STARBUCKS,1800 IRVING St,94122,37.763578,-122.477461,66_20170703,2017-07-03,96,Routine - Unscheduled,66_20170703_103154,Unclean or degraded floors walls or ceilings,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20171129,2017-11-29,88,Routine - Unscheduled,73_20171129_103150,Improper or defective plumbing,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20171129,2017-11-29,88,Routine - Unscheduled,73_20171129_103144,Unapproved or unmaintained equipment or utensils,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20171129,2017-11-29,88,Routine - Unscheduled,73_20171129_103131,Moderate risk vermin infestation,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20171129,2017-11-29,88,Routine - Unscheduled,73_20171129_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103131,Moderate risk vermin infestation,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103145,Improper storage of equipment utensils or linens,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103133,Foods not protected from contamination,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103120,Moderate risk food holding temperature,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190102,2019-01-02,78,Routine - Unscheduled,73_20190102_103139,Improper food storage,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190711,2019-07-11,92,Routine - Unscheduled,73_20190711_103133,Foods not protected from contamination,Moderate Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190711,2019-07-11,92,Routine - Unscheduled,73_20190711_103145,Improper storage of equipment utensils or linens,Low Risk
73,Santino's Vino,2101 Fillmore St,94115,37.788932,-122.433895,73_20190711,2019-07-11,92,Routine - Unscheduled,73_20190711_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
76,OMNI S.F. Hotel - 3rd Floor Pantry,"500 California St, 3rd Floor",94104,37.792888,-122.403135,76_20161005,2016-10-05,98,Routine - Unscheduled,76_20161005_103154,Unclean or degraded floors walls or ceilings,Low Risk
76,OMNI S.F. Hotel - 3rd Floor Pantry,"500 California St, 3rd Floor",94104,37.792888,-122.403135,76_20190501,2019-05-01,98,Routine - Unscheduled,76_20190501_103150,Improper or defective plumbing,Low Risk
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94104,37.792888,-122.403135,77_20171101,2017-11-01,94,Routine - Unscheduled,77_20171101_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94104,37.792888,-122.403135,77_20171101,2017-11-01,94,Routine - Unscheduled,77_20171101_103139,Improper food storage,Low Risk
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94104,37.792888,-122.403135,77_20161005,2016-10-05,96,Routine - Unscheduled,77_20161005_103154,Unclean or degraded floors walls or ceilings,Low Risk
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94104,37.792888,-122.403135,77_20161005,2016-10-05,96,Routine - Unscheduled,77_20161005_103139,Improper food storage,Low Risk
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94104,37.792888,-122.403135,77_20190501,2019-05-01,94,Routine - Unscheduled,77_20190501_103150,Improper or defective plumbing,Low Risk
77,OMNI S.F. Hotel - Employee Cafeteria,"500 California St, Basement",94104,37.792888,-122.403135,77_20190501,2019-05-01,94,Routine - Unscheduled,77_20190501_103120,Moderate risk food holding temperature,Moderate Risk
80,Bon Appetit @ USF-LAW SCHOOL CAFE,2199 Fulton St,94117,37.774941,-122.452797,80_20171204,2017-12-04,96,Routine - Unscheduled,80_20171204_103162,Other low risk violation,Low Risk
80,Bon Appetit @ USF-LAW SCHOOL CAFE,2199 Fulton St,94117,37.774941,-122.452797,80_20171204,2017-12-04,96,Routine - Unscheduled,80_20171204_103157,Food safety certificate or food handler card not available,Low Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20171016,2017-10-16,82,Routine - Unscheduled,88_20171016_103154,Unclean or degraded floors walls or ceilings,Low Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20171016,2017-10-16,82,Routine - Unscheduled,88_20171016_103103,High risk food holding temperature,High Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20171016,2017-10-16,82,Routine - Unscheduled,88_20171016_103156,Permit license or inspection report not posted,Low Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20171016,2017-10-16,82,Routine - Unscheduled,88_20171016_103107,Improper reheating of food,High Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20180619,2018-06-19,84,Routine - Unscheduled,88_20180619_103161,Low risk vermin infestation,Low Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20180619,2018-06-19,84,Routine - Unscheduled,88_20180619_103103,High risk food holding temperature,High Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20180619,2018-06-19,84,Routine - Unscheduled,88_20180619_103105,Improper cooling methods,High Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20170111,2017-01-11,92,Routine - Unscheduled,88_20170111_103142,Unclean nonfood contact surfaces,Low Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20170111,2017-01-11,92,Routine - Unscheduled,88_20170111_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
88,J.B.'S PLACE,1435 17th St,94107,37.765003,-122.398084,88_20170111,2017-01-11,92,Routine - Unscheduled,88_20170111_103139,Improper food storage,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20190812,2019-08-12,85,Routine - Unscheduled,95_20190812_103142,Unclean nonfood contact surfaces,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20190812,2019-08-12,85,Routine - Unscheduled,95_20190812_103114,High risk vermin infestation,High Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20190812,2019-08-12,85,Routine - Unscheduled,95_20190812_103127,Noncompliance with HAACP plan or variance,Moderate Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20190812,2019-08-12,85,Routine - Unscheduled,95_20190812_103145,Improper storage of equipment utensils or linens,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20171016,2017-10-16,83,Routine - Unscheduled,95_20171016_103114,High risk vermin infestation,High Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20171016,2017-10-16,83,Routine - Unscheduled,95_20171016_103154,Unclean or degraded floors walls or ceilings,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20171016,2017-10-16,83,Routine - Unscheduled,95_20171016_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20171016,2017-10-16,83,Routine - Unscheduled,95_20171016_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20180509,2018-05-09,92,Routine - Unscheduled,95_20180509_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20180509,2018-05-09,92,Routine - Unscheduled,95_20180509_103142,Unclean nonfood contact surfaces,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20180509,2018-05-09,92,Routine - Unscheduled,95_20180509_103154,Unclean or degraded floors walls or ceilings,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20180509,2018-05-09,92,Routine - Unscheduled,95_20180509_103161,Low risk vermin infestation,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20170307,2017-03-07,92,Routine - Unscheduled,95_20170307_103154,Unclean or degraded floors walls or ceilings,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20170307,2017-03-07,92,Routine - Unscheduled,95_20170307_103143,Inadequate warewashing facilities or equipment,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20170307,2017-03-07,92,Routine - Unscheduled,95_20170307_103142,Unclean nonfood contact surfaces,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,37.739207,-122.417447,95_20170307,2017-03-07,92,Routine - Unscheduled,95_20170307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
98,XOX Truffles,7 Columbus Ave,94133,37.801665,-122.412104,98_20171003,2017-10-03,94,Routine - Unscheduled,98_20171003_103154,Unclean or degraded floors walls or ceilings,Low Risk
98,XOX Truffles,7 Columbus Ave,94133,37.801665,-122.412104,98_20171003,2017-10-03,94,Routine - Unscheduled,98_20171003_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
98,XOX Truffles,7 Columbus Ave,94133,37.801665,-122.412104,98_20190412,2019-04-12,98,Routine - Unscheduled,98_20190412_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20171207,2017-12-07,82,Routine - Unscheduled,99_20171207_103133,Foods not protected from contamination,Moderate Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20171207,2017-12-07,82,Routine - Unscheduled,99_20171207_103131,Moderate risk vermin infestation,Moderate Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20171207,2017-12-07,82,Routine - Unscheduled,99_20171207_103139,Improper food storage,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20171207,2017-12-07,82,Routine - Unscheduled,99_20171207_103177,Non service animal,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20171207,2017-12-07,82,Routine - Unscheduled,99_20171207_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20171207,2017-12-07,82,Routine - Unscheduled,99_20171207_103155,Unapproved  living quarters in food facility,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20180808,2018-08-08,84,Routine - Unscheduled,99_20180808_103133,Foods not protected from contamination,Moderate Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20180808,2018-08-08,84,Routine - Unscheduled,99_20180808_103139,Improper food storage,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20180808,2018-08-08,84,Routine - Unscheduled,99_20180808_103142,Unclean nonfood contact surfaces,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20180808,2018-08-08,84,Routine - Unscheduled,99_20180808_103148,No thermometers or uncalibrated thermometers,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20180808,2018-08-08,84,Routine - Unscheduled,99_20180808_103156,Permit license or inspection report not posted,Low Risk
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,37.794293,-122.405967,99_20180808,2018-08-08,84,Routine - Unscheduled,99_20180808_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
101,Cable Car Corner,1099 Powell St,94108,37.794615,-122.409705,101_20180129,2018-01-29,92,Routine - Unscheduled,101_20180129_103129,Insufficient hot water or running water,Moderate Risk
101,Cable Car Corner,1099 Powell St,94108,37.794615,-122.409705,101_20180129,2018-01-29,92,Routine - Unscheduled,101_20180129_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
101,Cable Car Corner,1099 Powell St,94108,37.794615,-122.409705,101_20170627,2017-06-27,90,Routine - Unscheduled,101_20170627_103129,Insufficient hot water or running water,Moderate Risk
101,Cable Car Corner,1099 Powell St,94108,37.794615,-122.409705,101_20170627,2017-06-27,90,Routine - Unscheduled,101_20170627_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
101,Cable Car Corner,1099 Powell St,94108,37.794615,-122.409705,101_20170627,2017-06-27,90,Routine - Unscheduled,101_20170627_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20180302,2018-03-02,86,Routine - Unscheduled,102_20180302_103129,Insufficient hot water or running water,Moderate Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20180302,2018-03-02,86,Routine - Unscheduled,102_20180302_103133,Foods not protected from contamination,Moderate Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20180302,2018-03-02,86,Routine - Unscheduled,102_20180302_103147,Inadequate ventilation or lighting,Low Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20180302,2018-03-02,86,Routine - Unscheduled,102_20180302_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20161103,2016-11-03,85,Routine - Unscheduled,102_20161103_103142,Unclean nonfood contact surfaces,Low Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20161103,2016-11-03,85,Routine - Unscheduled,102_20161103_103109,Unclean or unsanitary food contact surfaces,High Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20161103,2016-11-03,85,Routine - Unscheduled,102_20161103_103157,Food safety certificate or food handler card not available,Low Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20161103,2016-11-03,85,Routine - Unscheduled,102_20161103_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
102,Akiko's Sushi Bar,542A Mason St,94102,37.788484,-122.410045,102_20170728,2017-07-28,92,Routine - Unscheduled,102_20170728_103120,Moderate risk food holding temperature,Moderate Risk
